Depth (mbsf),GR,RHOB,RES,A16L,A40L,P16H,P28H,P40H,Vp
253.558,79.22342,1.940741,1.360953,1.273481,1.283404,1.212353,1.22152,1.231377,1770.133
253.7104,78.04823,1.936962,1.353984,1.268728,1.283456,1.205074,1.213864,1.223875,1763.241
253.8628,77.45094,1.94844,1.345585,1.263943,1.273023,1.185084,1.194635,1.199735,1752.269
254.0152,76.50467,1.972176,1.334202,1.250163,1.274464,1.176984,1.184947,1.190015,1741.983
254.1676,76.46941,1.98707,1.329666,1.247378,1.268054,1.167716,1.173873,1.181056,1735.176
254.32,76.1139,1.995919,1.325229,1.240885,1.260988,1.157842,1.165743,1.17082,1729.971
254.4724,75.58631,1.987813,1.312535,1.232674,1.260976,1.156915,1.164938,1.1714,1718.803
254.6248,75.78349,1.98714,1.306295,1.221646,1.258265,1.155435,1.161056,1.164973,1700.45
254.7772,75.90157,1.982246,1.31839,1.220313,1.256719,1.151146,1.156073,1.161572,1680.286
254.9296,76.22968,1.984085,1.31098,1.221296,1.261808,1.151387,1.158363,1.165821,1661.349
255.082,76.34018,1.980219,1.308716,1.222591,1.256229,1.149385,1.159693,1.165605,1648.988
255.2344,76.27004,1.971299,1.312451,1.235435,1.263355,1.144698,1.155863,1.162611,1643.551
255.3868,77.66013,1.96443,1.311897,1.234004,1.269241,1.143452,1.154952,1.159186,1649.544
255.5392,78.18118,1.962985,1.356918,1.244365,1.281569,1.155768,1.160843,1.16528,1664.612
255.6916,79.68556,1.967217,1.385684,1.261261,1.298831,1.161611,1.170236,1.176623,1678.742
255.844,79.18697,1.966827,1.39347,1.274293,1.318345,1.193836,1.20272,1.210869,1692.869
255.9964,77.53793,1.968577,1.398449,1.287595,1.330167,1.216367,1.225038,1.232794,1707.832
256.1488,77.28748,1.97473,1.418326,1.301348,1.356703,1.229019,1.241594,1.247633,1721.938
256.3012,80.8427,1.984595,1.447166,1.328184,1.374333,1.240836,1.25429,1.256862,1732.094
256.4536,81.98946,2.003137,1.451992,1.356915,1.398898,1.265925,1.273669,1.279519,1739.597
256.606,79.33221,2.021593,1.528061,1.388474,1.433008,1.301069,1.308461,1.321231,1749.214
256.7584,72.84229,2.031968,1.559394,1.409586,1.446121,1.333301,1.344071,1.359932,1758.728
256.9108,69.71439,2.028189,1.552685,1.427457,1.454302,1.353848,1.372456,1.392483,1765.501
257.0632,69.41054,2.021453,1.539438,1.446388,1.467625,1.347919,1.371203,1.393159,1767.343
257.2156,74.07834,2.027328,1.53326,1.465281,1.479634,1.333632,1.356836,1.379865,1765.285
257.368,78.19408,2.03391,1.539452,1.489383,1.491496,1.330931,1.355035,1.376552,1759.051
257.5204,79.40707,2.03284,1.56759,1.517763,1.50604,1.348249,1.377724,1.406844,1750.377
257.6728,75.69749,2.030208,1.637315,1.518932,1.518072,1.34623,1.39134,1.42512,1745.4
257.8252,73.72966,2.03192,1.627146,1.524157,1.508592,1.332378,1.387347,1.423358,1744.138
257.9776,74.24158,2.036833,1.622854,1.504763,1.502139,1.28984,1.334455,1.360802,1743.946
258.13,77.84117,2.030598,1.43691,1.496025,1.492343,1.275626,1.307892,1.323911,1741.588
258.2824,77.87749,2.021995,1.466255,1.487053,1.484796,1.28937,1.303692,1.30609,1731.302
258.4348,75.79146,2.011476,1.550959,1.469745,1.463687,1.329652,1.334571,1.327056,1710.999
258.5872,72.47136,2.005347,1.59886,1.453462,1.447948,1.361995,1.360042,1.352096,1692.366
258.7396,70.73727,2.001587,1.557641,1.442813,1.446061,1.376751,1.371552,1.366802,1678.93
258.892,69.36903,2.006896,1.594689,1.418498,1.429846,1.381505,1.365937,1.358418,1669.715
259.0444,68.90766,2.006502,1.525309,1.402984,1.41233,1.372675,1.349787,1.339561,1665.845
259.1968,70.43118,1.999895,1.400554,1.38679,1.407284,1.34928,1.330435,1.317853,1663.095
259.3492,72.19665,1.986311,1.402099,1.373264,1.402464,1.317803,1.306005,1.298412,1660.281
259.5016,73.95334,1.973586,1.398968,1.362598,1.393793,1.288969,1.283051,1.282312,1661.046
259.654,75.39271,1.97582,1.395167,1.36194,1.386294,1.273165,1.272615,1.273879,1670.07
259.8064,80.23354,1.985788,1.402208,1.360965,1.390968,1.261858,1.269174,1.27047,1680.256
259.9588,83.3759,1.999292,1.403977,1.359361,1.385506,1.259695,1.269647,1.269505,1686.02
260.1112,86.25826,2.002534,1.374492,1.367864,1.392368,1.260753,1.268971,1.271709,1689.946
260.2636,84.61629,2.002941,1.404571,1.374421,1.383222,1.277764,1.281104,1.280779,1693.309
260.416,83.63277,2.020169,1.415757,1.384388,1.3898,1.310207,1.308778,1.310746,1701.196
260.5684,82.38412,2.024384,1.450276,1.381513,1.386348,1.343505,1.341024,1.348433,1713.992
260.7208,81.76086,2.029152,1.530554,1.376853,1.382359,1.340405,1.344303,1.34602,1729.434
260.8732,82.11773,2.011579,1.675773,1.38471,1.388779,1.318934,1.329078,1.323662,1738.828
261.0256,82.05339,1.999669,1.545881,1.388917,1.385225,1.312654,1.32496,1.321298,1744.521
261.178,84.38514,1.983374,1.470825,1.390128,1.391219,1.319388,1.316944,1.321659,1749.249
261.3304,83.47995,1.969956,1.443755,1.39089,1.385541,1.319794,1.3221,1.321911,1744.733
261.4828,83.16501,1.962249,1.462677,1.395827,1.389412,1.328481,1.33324,1.341533,1735.086
261.6352,81.41109,1.957631,1.510462,1.390455,1.379958,1.380062,1.39693,1.41152,1731.522
