Depth (m),GR,RHOB,RES,A16L,A40L,P16H,P28H,P40H,Vp
130.1704,86.32362,1.728804,0.990321,0.960581,0.985024,0.985934,1.003302,1.018742,1521.177
130.3228,86.2913,1.761409,1.00201,0.942426,0.990981,0.924447,0.937045,0.942817,1525.144
130.4752,85.4952,1.770495,0.982466,0.931625,0.965274,0.895629,0.906821,0.910144,1527.451
130.6276,82.13376,1.77479,0.96975,0.913389,0.954234,0.868745,0.876144,0.878356,1526.62
130.78,78.95059,1.788109,0.921502,0.902802,0.947392,0.861991,0.870321,0.872784,1523.298
130.9324,74.9465,1.792213,0.951962,0.89902,0.937075,0.848458,0.857837,0.862761,1519.335
131.0848,83.08456,1.75846,0.937484,0.897497,0.929616,0.847559,0.855739,0.861314,1517.123
131.2372,75.1625,1.729324,0.990136,0.894595,0.932939,0.844413,0.851253,0.854695,1516.76
131.3896,78.86813,1.701465,0.942611,0.897588,0.942157,0.851897,0.860838,0.862006,1516.286
131.542,76.88845,1.702487,0.946985,0.899816,0.934379,0.875266,0.87903,0.880693,1515.167
131.6944,75.14774,1.704917,0.911409,0.898635,0.937831,0.863959,0.872436,0.879293,1514.192
131.8468,70.91875,1.715394,0.992805,0.898922,0.932268,0.871143,0.873251,0.875202,1513.676
131.9992,74.53362,1.710596,0.980206,0.899003,0.940535,0.87802,0.880745,0.881408,1513.18
132.1516,78.14131,1.70574,0.986933,0.898587,0.942518,0.900798,0.903507,0.91221,1512.296
132.304,76.10721,1.721199,0.948295,0.907024,0.943152,0.898723,0.904089,0.90925,1510.747
132.4564,77.48013,1.736215,0.903466,0.905477,0.938427,0.877574,0.891761,0.893736,1506.446
132.6088,74.28608,1.736874,0.902265,0.908214,0.943495,0.860968,0.871564,0.864857,1498.867
132.7612,76.30458,1.720068,1.060441,0.9113,0.963196,0.864335,0.864277,0.862852,1493.026
132.9136,76.44236,1.728352,1.081472,0.922279,0.964687,0.873173,0.871666,0.870136,1492.126
133.066,82.70065,1.74759,1.031266,0.939349,0.974564,0.943593,0.945725,0.949758,1492.709
133.2184,83.36884,1.770169,1.019967,0.950533,0.976412,0.94731,0.961877,0.974724,1490.29
133.3708,83.93184,1.774543,1.018761,0.949521,0.985044,0.960279,0.97323,0.982468,1483.388
133.5232,85.93037,1.767281,1.04344,0.973468,1.017861,0.946618,0.954223,0.954284,1476.127
133.6756,81.28532,1.759182,1.063822,0.994349,1.046051,0.969594,0.975342,0.968718,1477.084
133.828,76.80689,1.761776,1.044426,0.999664,1.052762,0.986371,0.990277,0.986364,1489.333
133.9804,83.10723,1.764424,1.090843,1.011064,1.075407,1.012461,1.013347,1.017365,1506.679
134.1328,89.01101,1.762578,1.117443,1.013314,1.076211,1.016458,1.021099,1.031414,1521.497
134.2852,82.89434,1.768552,1.101456,1.020993,1.058221,1.026307,1.032613,1.031648,1530.348
134.4376,85.20961,1.779288,1.080382,1.028374,1.078624,1.014273,1.02128,1.022655,1534.198
134.59,94.72542,1.785017,1.117038,1.039875,1.06615,1.005158,1.01082,1.016325,1534.642
134.7424,88.70601,1.787294,1.107636,1.048843,1.087133,1.01336,1.022778,1.029452,1532.2
134.8948,82.77829,1.793508,1.118639,1.041158,1.07692,1.015112,1.024728,1.03111,1528.794
135.0472,83.94682,1.804389,1.082343,1.048057,1.085238,1.011505,1.022763,1.029752,1526.372
135.1996,87.61007,1.81189,1.114811,1.056193,1.107473,1.009522,1.021683,1.025788,1524.9
