Depth (mbsf),GR,RHOB,RES,A16L,A40L,P16H,P28H,P40H,Vp
274.7416,69.99345,1.989672,2.90839,3.676717,4.443305,3.256984,4.617768,6.365894,1668.006
274.894,66.47703,2.000454,2.815543,3.802899,4.426176,3.244316,4.677277,6.303836,1668.006
275.0464,65.15424,2.003179,2.978782,3.867351,4.475912,3.249439,4.731553,6.37902,1668.006
275.1988,70.33952,2.00429,3.453036,3.895522,4.429348,3.330304,4.894371,6.547978,1668.006
275.3512,73.01806,2.000047,3.77276,3.87985,4.431923,3.4536,5.201298,6.976744,1668.006
275.5036,73.96967,1.996673,4.006867,3.856248,4.441045,3.633765,5.58889,7.422755,1668.006
275.656,71.41079,1.994936,3.978652,3.885167,4.439072,3.792952,5.91509,7.878049,1668.004
275.8084,72.86774,1.996245,4.188309,3.919253,4.442692,3.906822,6.114003,8.15827,1667.679
275.9608,75.63684,1.994239,3.993253,3.879744,4.440451,4.120411,6.391422,8.654158,1665.134
276.1132,76.78487,1.987847,3.18908,3.924565,4.487758,4.339731,6.694114,9.160244,1662.602
276.2656,76.43093,1.988161,2.793051,3.947594,4.427444,4.5477,7.258205,10.00394,1659.52
276.418,73.51594,1.987234,2.665194,3.939951,4.378479,4.64256,7.545874,10.69358,1657.978
276.5704,72.3876,1.995338,3.091549,4.006773,4.381561,4.558143,7.47374,10.64025,1658.64
276.7228,70.57558,1.995819,3.319138,4.144228,4.364865,4.700736,7.425865,10.6258,1663.061
276.8752,71.42953,1.999359,4.032636,4.154944,4.405722,4.898888,7.520048,10.75547,1667.506
277.0276,72.19488,1.993797,5.172978,4.113284,4.421731,5.365615,8.188818,11.9055,1669.545
277.18,73.67953,2.002552,5.73317,4.037633,4.426557,5.656143,8.911769,13.23023,1673.765
277.3324,76.16929,2.004918,5.047821,4.029129,4.370457,5.844148,9.664579,15.23438,1679.438
277.4848,76.57008,2.014985,5.059416,3.97662,4.444623,5.581136,9.725491,15.87501,1681.556
277.6372,74.08583,2.00247,4.386545,3.871895,4.384879,5.368412,9.585792,15.68614,1675.024
277.7896,71.10826,1.998393,3.864641,3.773453,4.387377,5.084289,8.857694,13.90262,1668.104
277.942,71.91948,1.989848,3.611909,3.817274,4.391998,5.175581,8.927938,13.54693,1668.014
278.0944,73.63686,1.990276,3.399914,3.91956,4.490546,5.189509,9.010503,13.74285,1670.607
278.2468,72.4695,1.991488,3.096894,4.064779,4.504436,5.001623,8.591124,13.52906,1668.028
278.3992,69.06497,1.986632,3.019556,4.250943,4.541488,5.088066,8.457068,13.12782,1660.038
278.5516,67.02457,1.983962,3.175857,4.299696,4.541726,5.20637,8.495012,14.07823,1654.811
278.704,67.47972,1.982111,3.242893,4.471408,4.623035,5.172799,8.147814,13.7013,1655.547
278.8564,69.10452,1.992322,3.50124,4.663291,4.698767,5.108256,7.594587,12.98207,1660.871
279.0088,70.15727,2.00715,3.481853,4.426747,4.7112,4.700997,7.509184,12.27211,1665.899
279.1612,70.69487,2.013251,3.062377,4.450319,4.700101,4.345729,7.229748,11.47051,1666.385
279.3136,66.60394,2.011991,2.206728,4.474936,4.566874,3.857804,5.912084,9.045014,1660.001
279.466,66.98632,2.00292,4.476247,4.635842,4.736837,3.158227,4.613582,6.802319,1658.328
279.6184,68.41236,2.007829,5.068115,4.739667,5.181992,3.842247,6.210228,9.970635,1663.372
279.7708,73.28562,2.007233,4.227434,4.898847,5.26621,4.674828,7.4635,12.21137,1672.9
279.9232,75.49004,2.014702,4.046625,4.986891,5.24719,4.66838,7.329665,11.53067,1679.44
280.0756,74.93054,2.007847,3.572277,5.065683,5.397137,4.532288,7.180563,10.97933,1678.534
280.228,74.11594,2.003477,3.654823,4.893824,5.606965,4.5991,7.002126,10.12042,1674.558
280.3804,71.53128,1.998568,3.879517,4.940864,5.696712,5.16198,7.494103,10.48687,1669.289
280.5328,71.13091,2.011075,3.660399,4.918322,5.767725,5.99535,8.339393,11.55436,1669.652
280.6852,72.84233,2.0188,3.879948,4.824761,5.587715,6.478596,8.886504,12.71488,1674.204
