Depth (m),GR,RHOB,RES,A16L,A40L,P16H,P28H,P40H,Vp
65.7072,91.87232,1.715581,0.926629,0.952939,0.989099,0.913908,0.923831,0.9314,1499.624
65.8596,92.91972,1.721985,0.947418,0.938717,0.962923,0.905701,0.913731,0.924522,1499.321
66.012,89.05413,1.719883,0.982227,0.927539,0.974358,0.885808,0.896912,0.900117,1499.55
66.1644,87.88835,1.708865,0.978046,0.939502,0.957551,0.896016,0.904556,0.909061,1499.973
66.3168,73.90916,1.708878,0.972526,0.937702,0.948552,0.90505,0.915574,0.917133,1500.49
66.4692,72.7902,1.728231,0.941634,0.934684,0.946785,0.905618,0.916715,0.920724,1500.663
66.6216,67.07687,1.745482,0.941437,0.938917,0.948049,0.913752,0.924385,0.92955,1500.246
66.774,70.81703,1.75196,0.95422,0.929897,0.957979,0.903407,0.912649,0.913459,1499.416
66.9264,70.1301,1.734043,0.940898,0.918336,0.951254,0.905526,0.916491,0.920986,1498.234
67.0788,66.82051,1.718962,0.929507,0.923428,0.943987,0.900721,0.912254,0.912779,1496.822
67.2312,84.55957,1.69777,0.942592,0.919729,0.940448,0.894873,0.902272,0.902835,1495.351
67.3836,95.43553,1.682876,0.930855,0.920549,0.947593,0.894757,0.902232,0.904181,1493.721
67.536,98.98291,1.655862,0.914747,0.915621,0.932277,0.887169,0.89757,0.901841,1491.915
67.6884,104.2049,1.649294,0.913474,0.913779,0.937999,0.886442,0.898544,0.898516,1489.815
67.8408,98.85917,1.645823,0.910723,0.919145,0.941729,0.892439,0.898633,0.898285,1487.102
67.9932,94.9596,1.65758,0.922194,0.912717,0.932103,0.875135,0.884233,0.889088,1484.035
68.1456,101.9199,1.645693,0.914235,0.909464,0.931188,0.870586,0.885901,0.884815,1481.741
68.298,108.4094,1.649443,0.90527,0.901684,0.9322,0.882846,0.892228,0.89691,1480.79
68.4504,103.1369,1.649151,0.905825,0.897836,0.925773,0.880963,0.89256,0.901034,1480.484
68.6028,97.31319,1.656488,0.881345,0.902018,0.924724,0.884468,0.89594,0.907405,1480.538
68.7552,92.40879,1.667501,0.900335,0.90198,0.920057,0.872236,0.888098,0.894371,1481.694
68.9076,99.28912,1.654502,0.913264,0.899918,0.935527,0.865372,0.872447,0.879636,1483.341
69.06,100.3913,1.665822,0.908204,0.894019,0.925986,0.863584,0.870211,0.866201,1484.271
69.2124,103.8061,1.652905,0.922589,0.90037,0.935433,0.879457,0.888631,0.894968,1484.758
69.3648,100.0823,1.665929,0.918237,0.896581,0.93611,0.882097,0.887291,0.889112,1485.346
69.5172,104.6339,1.670549,0.935671,0.9049,0.944329,0.887305,0.895494,0.898821,1486.008
69.6696,107.6218,1.672888,0.921263,0.908582,0.944048,0.88819,0.895005,0.895233,1486.822
69.822,100.0707,1.661425,0.935102,0.910807,0.938597,0.890516,0.89389,0.894388,1487.968
69.9744,98.31477,1.652451,0.941437,0.920461,0.942959,0.889867,0.893831,0.900761,1489.232
70.1268,104.7811,1.663374,0.917868,0.913492,0.951561,0.892406,0.898475,0.902831,1490.153
70.2792,100.8969,1.679001,0.947149,0.915509,0.953531,0.904233,0.914848,0.918845,1490.458
70.4316,100.6402,1.691176,0.95133,0.91106,0.952375,0.892845,0.897681,0.898231,1490.175
70.584,94.66271,1.678504,0.99254,0.926751,0.962106,0.907708,0.908859,0.903225,1489.685
70.7364,102.2528,1.671899,0.969052,0.931346,0.963511,0.904569,0.90823,0.901625,1489.493
70.8888,106.2963,1.681833,1.012856,0.937243,0.970765,0.909955,0.915015,0.90889,1489.949
71.0412,108.3544,1.69714,1.011719,0.961493,0.983178,0.958518,0.967744,0.969697,1490.854
71.1936,104.7188,1.708902,1.00155,0.966659,0.989174,0.966683,0.97342,0.97331,1491.415
71.346,105.1262,1.718248,1.028326,0.985919,0.989591,0.968169,0.975777,0.976575,1491.097
71.4984,103.5305,1.719413,1.043336,0.979468,0.981807,0.97101,0.978047,0.979881,1490.316
71.6508,108.4151,1.722775,1.021729,0.99263,0.994939,0.974998,0.983103,0.981993,1490.023
71.8032,99.95748,1.72008,1.019773,0.977327,1.003636,0.984323,0.994294,0.997396,1490.768
71.9556,102.3617,1.72632,0.987584,0.980658,0.99873,0.984549,0.995383,1.002092,1491.908
72.108,109.9265,1.729548,0.961629,0.980898,0.999148,0.981513,0.993789,1.001804,1492.303
72.2604,104.7897,1.729332,0.976547,0.975501,1.000411,0.961358,0.975133,0.97688,1491.892
72.4128,100.8648,1.722369,0.974054,0.962022,1.007214,0.943796,0.948606,0.949073,1491.309
72.5652,98.85418,1.705716,0.969659,0.955481,0.975865,0.928789,0.931338,0.933553,1490.07
72.7176,103.0929,1.695143,0.934157,0.945051,0.978412,0.907128,0.914305,0.923651,1487.561
72.87,99.69723,1.69109,0.958332,0.942608,0.979184,0.905133,0.913039,0.918494,1484.496
73.0224,107.7249,1.690311,0.944403,0.936449,0.96747,0.9018,0.90861,0.909493,1482.595
73.1748,104.9728,1.701616,0.951022,0.937047,0.964604,0.894367,0.90378,0.902753,1483.17
73.3272,105.4361,1.70491,0.949446,0.934473,0.971808,0.903675,0.911275,0.916254,1485.468
73.4796,108.709,1.710638,0.986804,0.936326,0.960461,0.898129,0.905578,0.907328,1487.426
