Depth (mbsf),GR,RHOB,RES,A16L,A40L,P16H,P28H,P40H,Vp
55.5904,61.62872,1.811285,0.768287,1.09177,1.118368,1.057868,1.061562,1.059223,1527.1
55.7428,59.98157,1.869654,0.763915,1.089525,1.119596,1.059965,1.06209,1.060814,1528.326
55.8952,59.74999,1.906225,0.760497,1.09378,1.115524,1.07804,1.076755,1.082443,1526.536
56.0476,61.98189,1.934954,0.799481,1.073968,1.113307,1.044393,1.057454,1.066044,1523.642
56.2,66.23376,1.911578,0.75265,1.067614,1.113009,1.032724,1.050301,1.059107,1522.423
56.3524,69.98431,1.884456,0.708181,1.069891,1.108502,1.016238,1.036533,1.049344,1522.18
56.5048,72.98019,1.847564,0.6942,1.068502,1.115614,1.011086,1.023501,1.025076,1522.247
56.6572,71.76016,1.829779,0.732183,1.078451,1.101607,1.021349,1.023038,1.02005,1522.643
56.8096,69.78955,1.833693,0.726132,1.088836,1.110959,1.064827,1.064742,1.065976,1523.178
56.962,68.66203,1.863472,0.765297,1.085187,1.106983,1.0592,1.066939,1.078794,1523.862
57.1144,68.42797,1.902564,0.810756,1.095532,1.123771,1.071247,1.08933,1.094307,1524.618
57.2668,67.51774,1.919264,0.803752,1.099252,1.129731,1.076652,1.097258,1.099217,1525.386
57.4192,64.26311,1.902526,0.783285,1.091482,1.131111,1.080798,1.102608,1.104649,1526.154
57.5716,64.51604,1.883857,0.780767,1.089125,1.131532,1.082064,1.104244,1.106311,1526.922
57.724,68.12007,1.883552,0.739391,1.103263,1.140673,1.066401,1.081805,1.092405,1527.28
57.8764,71.1982,1.866733,0.66083,1.107609,1.143473,1.061672,1.075057,1.088201,1522.973
58.0288,67.73496,1.83098,0.67289,1.107609,1.143473,1.061672,1.075057,1.088201,1517.57
58.1812,68.81955,1.791628,0.734783,1.127264,1.170682,1.037578,1.044208,1.043045,1524.051
58.3336,73.17032,1.775672,0.78852,1.142522,1.181508,1.054833,1.059654,1.054155,1529.99
58.486,77.99734,1.800825,0.804469,1.170306,1.185931,1.141666,1.164503,1.165738,1529.966
58.6384,77.66739,1.860301,0.849417,1.178023,1.187058,1.166978,1.195858,1.199418,1528.383
58.7908,70.92683,1.912457,0.748573,1.176509,1.200662,1.157037,1.187664,1.192423,1526.759
58.9432,67.125,1.911106,0.747071,1.181493,1.199633,1.151059,1.181221,1.184621,1524.543
59.0956,64.66772,1.879179,0.709025,1.183549,1.219639,1.199444,1.212018,1.202781,1519.787
59.248,67.27608,1.841906,0.831214,1.207318,1.233435,1.165564,1.184765,1.190189,1513.807
59.4004,69.53973,1.82343,0.895417,1.21462,1.23562,1.150934,1.17366,1.184542,1509.391
59.5528,69.0092,1.828951,0.900429,1.199682,1.248871,1.1414,1.194059,1.202027,1508.152
59.7052,66.50278,1.848165,0.89746,1.195166,1.252938,1.13851,1.200347,1.207407,1507.96
59.8576,62.30888,1.857766,0.748189,1.195166,1.252938,1.13851,1.200347,1.207407,1507.841
60.01,61.4696,1.821488,0.659771,1.217208,1.259511,1.069335,1.110057,1.126516,1507.721
60.1624,62.83836,1.790988,0.780255,1.220586,1.264834,1.139305,1.156353,1.161633,1507.638
60.3148,68.21807,1.775885,0.880162,1.22072,1.262902,1.102538,1.120563,1.131422,1508.89
60.4672,73.1916,1.788091,0.924993,1.23105,1.263277,1.179957,1.20005,1.212423,1512.639
60.6196,73.64318,1.831373,0.889834,1.221718,1.258548,1.174804,1.201393,1.217744,1517.237
60.772,69.40421,1.876569,0.85733,1.216756,1.239299,1.191562,1.216554,1.225402,1521.922
60.9244,64.11237,1.908547,0.915036,1.216387,1.233956,1.200107,1.223998,1.230099,1526.636
61.0768,64.49991,1.902406,0.897745,1.216387,1.233956,1.200107,1.223998,1.230099,1531.379
61.2292,61.75699,1.889809,0.858532,1.237283,1.241355,1.19055,1.208518,1.206831,1534.671
61.3816,59.65153,1.869149,0.795874,1.216956,1.231862,1.135518,1.147545,1.148432,1521.506
61.534,56.56831,1.859317,0.828141,1.19334,1.231053,1.127472,1.138948,1.144615,1504.546
61.6864,53.62367,1.855716,0.842735,1.169984,1.22424,1.143282,1.153056,1.165707,1504.642
61.8388,53.68924,1.855682,0.862805,1.166419,1.212598,1.130724,1.139238,1.151283,1511.365
61.9912,53.50687,1.851009,0.846832,1.167048,1.209772,1.125677,1.133989,1.145303,1518.542
62.1436,56.49381,1.846283,0.825026,1.169783,1.204252,1.132331,1.143545,1.153562,1522.859
62.296,55.61319,1.862097,0.817429,1.159182,1.198164,1.095077,1.117863,1.118322,1521.747
62.4484,50.24358,1.855912,0.81279,1.146976,1.186099,1.09312,1.109749,1.113882,1518.846
62.6008,44.68578,1.834215,0.813446,1.144325,1.182849,1.096107,1.10989,1.11597,1515.831
62.7532,39.34787,1.808958,0.78945,1.156833,1.188749,1.07424,1.120944,1.137842,1512.829
62.9056,43.19002,1.808234,0.792223,1.160259,1.185678,1.079989,1.185574,1.216419,1509.838
63.058,47.09232,1.842592,0.867199,1.160133,1.184196,1.083775,1.204894,1.239195,1506.853
63.2104,50.11065,1.776001,0.729571,1.160133,1.184196,1.083775,1.204894,1.239195,1502.965
63.3628,48.27444,1.748576,0.743044,1.182511,1.215863,1.018665,1.098567,1.093629,1495.593
63.5152,50.04599,1.724611,0.841616,1.160061,1.202264,1.09917,1.138901,1.154455,1490.875
63.6676,52.55275,1.749844,0.849061,1.14071,1.184591,1.11628,1.138188,1.146984,1490.362
63.82,54.56179,1.766569,0.803596,1.138954,1.176768,1.055911,1.106585,1.127924,1490.956
63.9724,54.14984,1.76337,0.787679,1.139393,1.175369,1.03947,1.099189,1.12579,1491.599
64.1248,52.91415,1.798995,0.766416,1.136362,1.181802,1.003422,1.053221,1.067251,1492.242
64.2772,53.26622,1.800012,0.732268,1.13544,1.18377,0.992686,1.039596,1.050021,1492.887
64.4296,52.46834,1.79458,0.720803,1.127746,1.178717,0.99076,1.041358,1.046112,1493.531
64.582,55.48408,1.769979,0.726596,1.126769,1.180377,1.021961,1.071434,1.099003,1494.177
64.7344,55.67792,1.757647,0.786608,1.140674,1.187471,1.041083,1.112267,1.133732,1494.829
64.8868,56.25484,1.757373,0.825775,1.137076,1.176359,1.063925,1.150605,1.185026,1495.618
65.0392,52.51955,1.77869,0.719849,1.134727,1.17243,1.0701,1.159436,1.199362,1499.565
65.1916,54.11997,1.770759,0.769537,1.134727,1.17243,1.0701,1.159436,1.199362,1500.995
65.344,54.63873,1.760781,0.820426,1.146691,1.200176,0.961863,1.041336,1.095984,1495.732
65.4964,55.66693,1.716777,0.785152,1.134788,1.196056,0.915275,1.009673,1.117343,1488.64
65.6488,53.58232,1.654104,0.623563,1.150104,1.221076,0.918278,1.027096,1.090409,1481.563
65.8012,53.76292,1.595374,0.625155,1.148728,1.230241,0.871676,0.995715,1.06259,1474.829
65.9536,54.96478,1.565275,0.667992,1.167794,1.243851,0.896545,1.000985,1.101142,1471.592
66.106,55.44106,1.571503,0.744665,1.19268,1.252408,0.982002,1.116792,1.199881,1482.364
66.2584,56.29247,1.579749,0.730019,1.178775,1.252186,1.040156,1.159568,1.22283,1515.42
66.4108,55.04183,1.557466,0.709246,1.223041,1.283249,0.919875,1.143737,1.260046,1548.842
66.5632,54.00978,1.459162,0.698872,1.238751,1.293019,0.883268,1.138349,1.272029,1546.125
66.7156,60.86801,1.316916,0.608911,1.235462,1.326949,0.879048,1.136492,1.255374,1524.801
66.868,72.32997,1.192102,0.578054,1.26118,1.347987,0.893817,1.098789,1.185168,1511.682
67.0204,81.62021,1.125822,0.583271,1.272486,1.358927,0.802322,0.982543,1.062973,1517.215
67.1728,81.63305,1.153022,0.587784,1.272946,1.378237,0.865293,1.0335,1.130847,1516.38
67.3252,79.90026,1.235691,0.582797,1.272802,1.383445,0.894839,1.059512,1.162329,1513.93
67.4776,79.12691,1.345171,0.712385,1.272802,1.383445,0.894839,1.059512,1.162329,1517.49
67.63,78.88284,1.395259,0.770606,1.284252,1.423698,0.971414,1.142322,1.24204,1518.982
67.7824,81.84798,1.432818,0.788249,1.319494,1.447344,1.058454,1.189078,1.27137,1518.244
67.9348,87.00454,1.483361,0.711319,1.335141,1.475181,1.061315,1.205417,1.302975,1519.246
68.0872,92.22712,1.543266,0.70447,1.33692,1.482707,1.056208,1.208511,1.312382,1521.076
68.2396,90.39416,1.607151,0.942291,1.435545,1.471006,1.250955,1.38018,1.455203,1522.969
68.392,86.48352,1.640183,1.047927,1.661644,1.566694,1.561918,1.628271,1.660611,1524.866
68.5444,83.59585,1.677234,1.072943,1.722819,1.560502,1.926607,1.974747,2.010534,1526.769
68.6968,82.81168,1.705569,1.174322,1.646281,1.556344,1.928818,1.98604,2.030421,1528.676
