Depth (mbsf),GR,RHOB,RES,A16L,A40L,P16H,P28H,P40H,Vp
276.9316,89.43233,1.991217,1.102903,1.212185,1.27867,1.149403,1.17824,1.189623,1657.071
277.084,89.65881,2.002212,1.141753,1.208561,1.267222,1.137248,1.157314,1.165056,1656.062
277.2364,91.63786,2.009456,1.156661,1.186588,1.253627,1.12059,1.119828,1.125006,1654.543
277.3888,90.56338,2.007205,1.167085,1.178521,1.247719,1.121599,1.118066,1.114767,1653.551
277.5412,91.36916,1.986261,1.177874,1.161345,1.24339,1.136332,1.161406,1.175962,1653.486
277.6936,89.96334,1.970438,1.207139,1.156056,1.213694,1.116639,1.142978,1.15122,1654.077
277.846,96.52443,1.953329,1.200982,1.149187,1.213838,1.074665,1.085307,1.095848,1654.466
277.9984,90.77861,1.957219,1.213322,1.12815,1.220052,1.053947,1.057728,1.065104,1653.905
278.1508,92.96903,1.959313,1.224733,1.132752,1.199623,1.040396,1.042972,1.049257,1653.079
278.3032,94.13414,1.959036,1.227614,1.113106,1.164076,1.052831,1.061578,1.063108,1652.916
278.4556,90.66722,1.959925,1.249731,1.10763,1.177745,1.048336,1.059598,1.067144,1652.84
278.608,86.61011,1.958867,1.245408,1.117767,1.186795,1.026597,1.040962,1.049474,1651.442
278.7604,88.52874,1.965687,1.23538,1.107508,1.178367,1.02702,1.033377,1.037097,1649.177
278.9128,85.12135,1.961569,1.232844,1.108842,1.168721,1.035787,1.042569,1.041601,1647.939
279.0652,89.50746,1.961123,1.289684,1.120644,1.192876,1.056457,1.062125,1.06236,1647.102
279.2176,88.01542,1.958885,1.270933,1.138735,1.190028,1.070796,1.077497,1.080262,1645.305
279.37,83.48185,1.962188,1.267304,1.134318,1.20041,1.083214,1.089762,1.095478,1644.887
279.5224,85.92521,1.971468,1.296737,1.139046,1.19208,1.09722,1.106395,1.109365,1649.163
279.6748,87.98846,1.985188,1.308189,1.156083,1.194356,1.103776,1.114035,1.120602,1654.101
279.8272,85.69006,2.003061,1.305063,1.165504,1.213716,1.115951,1.125357,1.130479,1654.395
279.9796,89.36748,2.017409,1.337892,1.164921,1.253407,1.121652,1.128331,1.14029,1652.852
280.132,90.68922,2.003243,1.341059,1.182577,1.259839,1.137287,1.142473,1.149159,1650.772
280.2844,77.64118,1.963217,1.329833,1.190048,1.268965,1.149076,1.158528,1.163828,1647.985
280.4368,92.66748,1.920447,1.322305,1.20584,1.269926,1.152891,1.157391,1.16139,1646.689
280.5892,88.67473,1.914708,1.357615,1.20851,1.275326,1.168878,1.17724,1.18331,1646.693
280.7416,88.49281,1.921848,1.360118,1.21808,1.288236,1.169416,1.180357,1.180075,1646.413
280.894,86.28573,1.939024,1.359953,1.231976,1.285896,1.17899,1.183971,1.186596,1644.488
281.0464,86.24472,1.956452,1.39798,1.24992,1.292319,1.181903,1.191875,1.193473,1639.837
281.1988,89.40694,1.975203,1.336523,1.239707,1.281705,1.191839,1.201179,1.208803,1633.469
281.3512,94.45335,1.979082,1.230527,1.23968,1.267746,1.199226,1.207777,1.210361,1627.699
281.5036,85.94234,1.969689,1.384408,1.241419,1.291225,1.203104,1.20939,1.213133,1623.133
281.656,86.57937,1.965547,1.443666,1.245774,1.312627,1.185065,1.199471,1.19367,1620.377
281.8084,89.38084,1.976943,1.278644,1.25713,1.290986,1.196181,1.204328,1.206697,1618.404
281.9608,80.44631,1.973399,1.35419,1.250157,1.271149,1.216222,1.220698,1.223792,1616.192
282.1132,80.23357,1.98004,1.333054,1.253748,1.281308,1.193225,1.200798,1.205783,1618.093
282.2656,88.08163,1.948191,1.395999,1.236493,1.287718,1.200992,1.205558,1.203542,1625.152
282.418,90.2662,1.948125,1.342135,1.23615,1.279384,1.206629,1.211247,1.217445,1632.291
282.5704,92.79832,1.948077,1.306118,1.220185,1.290256,1.205188,1.211278,1.220341,1637.145
282.7228,89.19327,1.961868,1.276546,1.221404,1.27576,1.189872,1.200212,1.209564,1640.099
282.8752,91.31657,1.957685,1.281983,1.221027,1.274835,1.168196,1.177835,1.181866,1640.503
283.0276,91.92368,1.947508,1.274361,1.207506,1.271809,1.144016,1.15754,1.158423,1638.365
283.18,81.93148,1.969764,1.280874,1.208411,1.262244,1.138661,1.14862,1.14339,1633.629
283.3324,90.53328,1.969985,1.197008,1.196194,1.270097,1.138236,1.143675,1.143238,1629.979
283.4848,89.55984,1.969091,1.337343,1.20493,1.27804,1.132875,1.139567,1.137433,1632.344
283.6372,85.30589,1.933006,1.257166,1.19078,1.253577,1.136386,1.141296,1.141317,1636.169
283.7896,95.96489,1.924641,1.271329,1.196891,1.250042,1.152921,1.152521,1.161423,1638.101
283.942,92.04165,1.930248,1.311365,1.19079,1.255634,1.141085,1.14367,1.142968,1640.773
284.0944,84.33756,1.951867,1.288761,1.176304,1.238298,1.113274,1.125276,1.134387,1642.996
284.2468,82.70927,1.961839,1.231655,1.177752,1.233769,1.092895,1.102825,1.108505,1643.194
284.3992,94.74546,1.958734,1.260566,1.169148,1.245644,1.094941,1.10238,1.105515,1642.524
284.5516,84.12316,1.953109,1.265919,1.177888,1.245328,1.105066,1.11136,1.11064,1645.547
284.704,86.94572,1.95251,1.259047,1.179907,1.238961,1.120501,1.124526,1.119447,1653.435
284.8564,88.80426,1.95154,1.275256,1.176441,1.229599,1.120002,1.131608,1.129486,1658.274
285.0088,88.74029,1.950194,1.278042,1.17659,1.220874,1.114995,1.127545,1.138532,1658.571
285.1612,87.20078,1.950213,1.265866,1.174844,1.213076,1.125714,1.137276,1.147795,1658.384
285.3136,85.49165,1.950109,1.233044,1.170695,1.224064,1.148983,1.154611,1.157178,1657.501
285.466,91.06649,1.957726,1.272828,1.17063,1.217778,1.152527,1.164914,1.172309,1655.213
285.6184,86.44875,1.952404,1.28433,1.164284,1.215495,1.146071,1.163457,1.172504,1652.079
285.7708,81.87392,1.953737,1.243862,1.162996,1.212427,1.132975,1.154898,1.157887,1649.982
285.9232,90.19007,1.963874,1.206459,1.161911,1.217075,1.116542,1.133998,1.125786,1646.88
286.0756,90.17826,1.97019,1.132481,1.165575,1.220432,1.067996,1.084483,1.085668,1641.329
286.228,88.95827,1.975098,1.216211,1.175906,1.240542,1.107109,1.11022,1.105005,1640.448
286.3804,83.91552,1.962238,1.228372,1.174964,1.256481,1.137003,1.140166,1.133151,1646.793
286.5328,80.85916,1.964319,1.246257,1.178749,1.256987,1.135522,1.132217,1.130513,1652.941
286.6852,88.99842,1.968843,1.306123,1.188618,1.254288,1.135083,1.130889,1.127855,1655.326
286.8376,91.05128,1.97024,1.289503,1.194725,1.26363,1.159219,1.15639,1.146305,1656.796
286.99,87.95221,1.969344,1.214183,1.197841,1.256588,1.177157,1.178239,1.167534,1660.827
287.1424,90.81539,1.950894,1.243065,1.207063,1.25831,1.168012,1.173717,1.1639,1667.005
287.2948,91.6207,1.953081,1.312969,1.216182,1.282366,1.167755,1.171786,1.173274,1670.836
287.4472,91.243,1.947286,1.338013,1.207061,1.304003,1.203864,1.200189,1.188328,1669.513
287.5996,87.27771,1.962285,1.35846,1.225142,1.28905,1.236966,1.234813,1.228142,1664.062
287.752,84.89561,1.954531,1.266976,1.263662,1.286568,1.235702,1.246502,1.249182,1656.763
